400.000000,548.299240
401.927195,552.729002
403.854390,559.106439
405.781585,556.235215
407.708779,555.533838
409.635974,552.973952
411.563169,558.511780
413.490364,558.987937
415.417559,556.686094
417.344754,555.498751
419.271949,560.291588
421.199143,553.333523
423.126338,555.048183
425.053533,555.544445
426.980728,563.196926
428.907923,550.999377
430.835118,553.907808
432.762313,560.889098
434.689507,556.820869
436.616702,550.969896
438.543897,549.236582
440.471092,555.876998
442.398287,555.369213
444.325482,559.575284
446.252677,544.836409
448.179872,549.879566
450.107066,550.324770
452.034261,550.051563
453.961456,552.404007
455.888651,554.004452
457.815846,556.878838
459.743041,544.875427
461.670236,548.142885
463.597430,549.077854
465.524625,551.789713
467.451820,555.439133
469.379015,556.473485
471.306210,548.322150
473.233405,548.489736
475.160600,541.566693
477.087794,548.760816
479.014989,553.686465
480.942184,547.315646
482.869379,545.477104
484.796574,548.767848
486.723769,549.742454
488.650964,543.544898
490.578158,550.647159
492.505353,551.352817
494.432548,546.540317
496.359743,552.812678
498.286938,540.547327
500.214133,544.039962
502.141328,544.316699
504.068522,547.823871
505.995717,553.755464
507.922912,546.620464
509.850107,548.983798
511.777302,548.158767
513.704497,538.226041
515.631692,543.027705
517.558887,552.851393
519.486081,552.662232
521.413276,550.902948
523.340471,549.737820
525.267666,548.780660
527.194861,552.619204
529.122056,547.412966
531.049251,551.971326
532.976445,547.297927
534.903640,548.898768
536.830835,551.978780
538.758030,540.365602
540.685225,540.876801
542.612420,541.676605
544.539615,543.735585
546.466809,549.421948
548.394004,541.586461
550.321199,539.864509
552.248394,550.435586
554.175589,544.408150
556.102784,544.482784
558.029979,546.183762
559.957173,546.416514
561.884368,541.961523
563.811563,542.801617
565.738758,554.162351
567.665953,553.119084
569.593148,540.594496
571.520343,552.389106
573.447537,551.775202
575.374732,555.559175
577.301927,556.718650
579.229122,558.761025
581.156317,567.039170
583.083512,566.255789
585.010707,573.452402
586.937901,584.376571
588.865096,587.169132
590.792291,599.578399
592.719486,608.291897
594.646681,609.130955
596.573876,631.517787
598.501071,637.839186
600.428266,645.712610
602.355460,663.572196
604.282655,669.111503
606.209850,677.410052
608.137045,686.940539
610.064240,689.810101
611.991435,701.986971
613.918630,696.339522
615.845824,702.786344
617.773019,704.497447
619.700214,704.811816
621.627409,700.445190
623.554604,687.527776
625.481799,680.691628
627.408994,678.999234
629.336188,668.648000
631.263383,659.296861
633.190578,644.879870
635.117773,639.310611
637.044968,623.049301
638.972163,617.763744
640.899358,606.253127
642.826552,598.607303
644.753747,576.645443
646.680942,577.018719
648.608137,568.931128
650.535332,565.812469
652.462527,564.517266
654.389722,558.672726
656.316916,543.034216
658.244111,543.420347
660.171306,530.144089
662.098501,536.753736
664.025696,536.833093
665.952891,541.634838
667.880086,539.796834
669.807281,529.566891
671.734475,541.686518
673.661670,534.887275
675.588865,531.545628
677.516060,531.373637
679.443255,532.661605
681.370450,532.989693
683.297645,530.701057
685.224839,532.041546
687.152034,525.727942
689.079229,529.103305
691.006424,535.973919
692.933619,532.971085
694.860814,529.267666
696.788009,523.707272
698.715203,525.614566
700.642398,524.857022
702.569593,524.529844
704.496788,522.417511
706.423983,526.996891
708.351178,534.453957
710.278373,527.834580
712.205567,526.267518
714.132762,534.560867
716.059957,529.527209
717.987152,525.866601
719.914347,533.316751
721.841542,533.328842
723.768737,532.148619
725.695931,536.922320
727.623126,534.379427
729.550321,539.685122
731.477516,545.971087
733.404711,545.673102
735.331906,552.394539
737.259101,558.126973
739.186296,564.703084
741.113490,564.900183
743.040685,574.857415
744.967880,576.678638
746.895075,588.023282
748.822270,601.455755
750.749465,611.167867
752.676660,619.788697
754.603854,630.472082
756.531049,644.955272
758.458244,650.641570
760.385439,674.476257
762.312634,680.901223
764.239829,690.204918
766.167024,706.105577
768.094218,721.294987
770.021413,725.539066
771.948608,737.409073
773.875803,750.677936
775.802998,754.201960
777.730193,768.830293
779.657388,774.232009
